1	60:1	
-1
1	60:1	
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
1	60:1	
1	80:1	
1	60:1	
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
1	60:1	
-1
-1
1	80:1	
1	60:1	
-1
-1
1	60:1	
-1
-1
1	80:1	
-1
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
1	60:1	
-1
-1
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	50:1	
-1
1	80:1	
1	80:1	
-1
-1
1	50:1	
1	60:1	
-1
1	60:1	
-1
-1
1	80:1	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
1	80:1	
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
1	60:1	
1	80:1	
1	60:1	
-1
-1
-1
-1
1	60:1	
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
1	60:1	
1	60:1	
-1
-1
1	60:1	
-1
1	80:1	
-1
1	60:1	
1	80:1	
1	60:1	
-1
1	60:1	
-1
1	60:1	
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
1	60:1	
1	60:1	
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
1	60:1	
1	60:1	
1	60:1	
1	80:1	
-1
-1
-1
-1
-1
1	60:1	
-1
1	60:2	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
1	70:1	
-1
-1
-1
-1
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	50:1	60:1	
1	60:1	
1	60:1	
-1
-1
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
1	80:1	
1	60:1	
-1
1	60:1	
1	60:1	
1	60:1	
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
1	80:1	
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
1	50:1	
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
1	60:1	
1	60:1	
-1
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	50:1	
-1
1	80:1	
-1
1	60:1	
1	60:1	
1	60:1	
-1
1	60:1	
-1
-1
-1
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
1	80:1	
1	60:1	
-1
1	60:1	
1	80:1	
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
1	80:1	
-1
-1
-1
-1
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
-1
1	60:2	
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
1	60:1	
-1
-1
1	60:1	
1	60:1	
-1
1	60:1	
1	60:1	
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
1	60:1	
-1
-1
-1
1	50:1	60:1	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
1	60:1	
1	60:1	
1	60:1	
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
-1
1	80:1	
-1
1	80:1	
-1
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
1	60:1	80:1	
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
1	60:1	
1	60:1	
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
1	80:1	70:2	
1	80:1	
1	60:1	
1	60:1	
-1
1	80:1	
-1
-1
1	60:1	
-1
-1
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
1	60:1	
-1
1	60:1	
-1
-1
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	80:1	
-1
-1
-1
-1
-1
1	80:1	
-1
-1
1	80:1	
-1
1	60:1	
1	60:1	
-1
-1
1	60:1	
-1
-1
-1
-1
1	80:1	
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
1	50:1	
-1
-1
-1
1	80:1	
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
1	60:1	
-1
-1
-1
-1
-1
-1
1	60:1	80:1	
-1
1	80:1	
-1
-1
-1
-1
1	60:1	
-1
-1
1	80:1	
-1
-1
-1
1	60:1	
1	60:1	
1	80:1	70:2	
1	80:1	
1	60:1	
-1
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	80:1	
-1
-1
-1
1	60:1	
1	60:1	
-1
-1
1	80:1	
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
-1
1	60:1	
1	60:1	
1	80:1	
-1
-1
-1
-1
1	80:1	
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
1	60:1	
1	60:1	
1	60:1	
-1
1	80:1	
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	80:2	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	50:1	60:1	
1	60:1	
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
1	80:1	
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
-1
-1
-1
-1
-1
-1
-1
-1
1	80:1	
1	60:1	
-1
-1
-1
1	60:1	
-1
1	80:1	
-1
-1
-1
-1
-1
-1
-1
1	60:1	
1	60:1	
1	80:1	
-1
-1
-1
1	50:1	
-1
-1
-1
-1
1	60:1	
-1
-1
-1
-1
-1
-1
-1
1	60:1	
-1
-1
1	60:1	
-1
-1
-1
-1
1	60:1	
-1
1	80:1	
-1
-1
-1
-1
1	60:1	
-1
1	60:1	
-1
-1
-1
